,FID,Id,SPECIES,DATEPLANT,Latitude,Longitude,Rootspace,nearest_st,tree_heigh,tree_sprea,Diameter_a,condition,tree_def_1,tree_def_2,are_over_h,tree_care_,tree_asset,age_class,collected_,date_of_in,inspected,parent,families,parent_name
426,426,0,Prunus sargenti fastigia,2018,42.71489868,-71.16633179, ,Myrtle St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PRUNUS,
427,427,0,Prunus sargenti fastigia,2018,42.71490915,-71.16618918, ,Myrtle St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PRUNUS,
428,428,0,Quercus palustris,9302018,42.7136105,-71.16844298, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
429,429,0,Betula nigra,9302018,42.71342748,-71.1695249, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,BETULA,Betulaceae
430,430,0,Liquidambar styracflua,9302018,42.71361329,-71.16864644, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,LIQUIDAMBAR,Altingiaceae
431,431,0,Celtis occidentalis,9302018,42.71360212,-71.16861601, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,CELTIS,
432,432,0,Oxydendrum arboreum,06202019,42.71813761,-71.16975258, ,Alder St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,OXYDENDRUM,
433,433,0,Liquidambar styracflua,06102019,42.714424,-71.15605549, ,Arlington St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,LIQUIDAMBAR,Altingiaceae
434,434,0,Celtis occidentalis,05082019,42.71447639,-71.15600558, ,Brook Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,CELTIS,
435,435,0,Quercus cocinea,05082019,42.71444496,-71.15585109, ,Brook Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
436,436,0,Quercus cocinea,05082019,42.71461277,-71.15589482, ,Brook Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
437,437,0,Styrax japonicus,06132019,42.7145445,-71.15426576, ,Brook Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,STYRAX,Styracaceae
438,438,0,Prunus cerasifera KV,06132019,42.71455498,-71.15410652, ,Brook Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PRUNUS,
439,439,0,Cretaegus (thornless),06132019,42.7141149,-71.15352658, ,Brook Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,CRETAEGUS,
440,440,0,Styrax japonicus,06132019,42.71379008,-71.15375238, ,Brook Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,STYRAX,Styracaceae
441,441,0,Ulmus americana,06132019,42.71444496,-71.15415406, ,Brook Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
442,442,0,Liriodendron Tulipifera,06132019,42.71430176,-71.15377614, ,Brook Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,LIRIODENDRON,Magnoliaceae
443,443,0,Celtis occidentalis,06132019,42.71388438,-71.15385933, ,Brook Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,CELTIS,
444,444,0,Celtis occidentalis,06132019,42.71401012,-71.15355035, ,Brook Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,CELTIS,
445,445,0,Ostrya virginiana,06132019,42.71421269,-71.15405898, ,Brook Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,OSTRYA,
446,446,0,Tilia tomentosa,06132019,42.71371673,-71.15383794, ,Brook Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,TILIA,Malvaceae
447,447,0,Taxodium,06212019,42.71441702,-71.15428953, ,Brook Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,TAXODIUM,Cupressaceae
448,448,0,Platanus × acerifolia,06132019,42.71470341,-71.15395678, ,Brook Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PLATANUS,Platanaceae
449,449,0,Liriodendron Tulipifera,06292019,42.7148274,-71.15502396, ,Brook Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,LIRIODENDRON,Magnoliaceae
450,450,0,Quercus bicolor,05092019,42.71303652,-71.16018898, ,Chestnut Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
451,451,0,Quercus bicolor,05092019,42.7129513,-71.16018708, ,Chestnut Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
452,452,0,Ulmus americana,06282019,42.71292056,-71.15990947, ,Chestnut Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
453,453,0,Ulmus americana,06282019,42.7129988,-71.1595539, ,Chestnut Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
454,454,0,Ulmus americana,06282019,42.71310638,-71.15881424, ,Chestnut Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
455,455,0,Ulmus americana,06282019,42.71302255,-71.15846818, ,Chestnut Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
456,456,0,Platanus × acerifolia,06282019,42.7129024,-71.15980869, ,Chestnut Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PLATANUS,Platanaceae
457,457,0,Platanus × acerifolia,06282019,42.71306726,-71.1602137, ,Chestnut Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PLATANUS,Platanaceae
458,458,0,Platanus × acerifolia,06282019,42.71307285,-71.15845297, ,Chestnut Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PLATANUS,Platanaceae
459,459,0,Platanus × acerifolia,06282019,42.71309799,-71.15826663, ,Chestnut Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PLATANUS,Platanaceae
460,460,0,Parrotia persica,06292019,42.71303093,-71.16056356, ,Chestnut Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PARROTIA,Hamamelidaceae
461,461,0,"Cercis canadensis ""Minnesota""",06292019,42.7129038,-71.16053885, ,Chestnut Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,CERCIS,Fabaceae
462,462,0,Quercus bicolor,04262019,42.71357354,-71.1619205, ,Marion Ave,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
463,463,0,Quercus bicolor,04262019,42.7135442,-71.16215818, ,Marion Ave,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
464,464,0,Quercus Palustris,04262019,42.71352184,-71.16235783, ,Marion Ave,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
465,465,0,Quercus Palustris,04262019,42.71355537,-71.1620555, ,Marion Ave,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
466,466,0,Quercus rubra,04262019,42.71353861,-71.16225896, ,Marion Ave,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
467,467,0,Quercus rubra,04262019,42.71356795,-71.16197754, ,Marion Ave,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
468,468,0,Maackia amurensis,06192019,42.70034463,-71.14333052, ,9 Shawsheen St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,MAACKIA,
469,469,0,Ulmus americana,11252019,42.69985841,-71.1532423, ,O'Connell / So Common,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
470,470,0,Celtis occidentalis,11252019,42.69990644,-71.15274021, ,O'Connell / So Common,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,CELTIS,
471,471,0,Styrax japonicus,11252019,42.69941517,-71.15143594, ,O'Connell / So Common,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,STYRAX,Styracaceae
472,472,0,Prunus yeodensis,11252019,42.69955273,-71.15144485, ,O'Connell / So Common,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PRUNUS,
473,473,0,Acer rubrum,11252019,42.69947412,-71.15140326, ,O'Connell / So Common,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ACER,Sapindaceae
474,474,0,Platanus × acerifolia,11252019,42.69995448,-71.15323339, ,O'Connell / So Common,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PLATANUS,Platanaceae
475,475,0,Amelanchier laevis,11252019,42.7000964,-71.15237477, ,O'Connell / So Common,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,AMELANCHIER,Rosaceae
476,476,0,Ostrya virginiana,11252019,42.69941517,-71.15208064, ,O'Connell / So Common,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,OSTRYA,
477,477,0,Acer rubrum,11252019,42.69935403,-71.15223217, ,O'Connell / So Common,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ACER,Sapindaceae
478,478,0,Acer rubrum,11252019,42.69996103,-71.1528739, ,O'Connell / So Common,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ACER,Sapindaceae
479,479,0,Acer rubrum,11252019,42.70022086,-71.15249955, ,O'Connell / So Common,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ACER,Sapindaceae
480,480,0,Liquidambar styracflua,11252019,42.69950032,-71.1520242, ,O'Connell / So Common,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,LIQUIDAMBAR,Altingiaceae
481,481,0,Platanus × acerifolia,11232019,42.69934967,-71.15205985, ,O'Connell / So Common,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PLATANUS,Platanaceae
482,482,0,Ulmus americana,11232019,42.70004618,-71.15323339, ,O'Connell / So Common,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
483,483,0,Platanus × acerifolia,11232019,42.70013789,-71.15323339, ,O'Connell / So Common,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PLATANUS,Platanaceae
484,484,0,Liriodendron tulipfera,11232019,42.70029728,-71.15262731, ,O'Connell / So Common,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,LIRIODENDRON,Magnoliaceae
485,485,0,Amelanchier laevis,11232019,42.6999785,-71.15242825, ,O'Connell / So Common,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,AMELANCHIER,Rosaceae
486,486,0,Zelkova seratta,11232019,42.69946102,-71.15181028, ,O'Connell / So Common,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ZELKOVA,
487,487,0,Acer freemani fastigia,09012019,42.69988024,-71.14946617, ,O'Connell / So Common,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ACER,Sapindaceae
488,488,0,Acer freemani fastigia,09012019,42.69995448,-71.14948399, ,O'Connell / So Common,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ACER,Sapindaceae
489,489,0,Platanus × acerifolia,09012019,42.69939552,-71.15228861, ,O'Connell / So Common,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PLATANUS,Platanaceae
490,490,0,Platanus × acerifolia,09012019,42.69939334,-71.15243122, ,O'Connell / So Common,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PLATANUS,Platanaceae
491,491,0,Tilia americana,09012019,42.70014444,-71.15218166, ,O'Connell / So Common,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,TILIA,Malvaceae
492,492,0,Tilia americana,09012019,42.70036278,-71.15256789, ,O'Connell / So Common,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,TILIA,Malvaceae
493,493,0,Gleditsia tricanthos,09012019,42.69951124,-71.15081797, ,O'Connell / So Common,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
494,494,0,Gleditsia tricanthos,09012019,42.69948067,-71.15070804, ,O'Connell / So Common,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
495,495,0,Gleditsia tricanthos,11192019,42.70193243,-71.14798811, ,Portland Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
496,496,0,Gleditsia tricanthos,11192019,42.70193898,-71.14790492, ,Portland Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
497,497,0,Gleditsia tricanthos,11192019,42.70194553,-71.1478247, ,Portland Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
498,498,0,Gleditsia tricanthos,11192019,42.70196737,-71.14756623, ,Portland Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
499,499,0,Gleditsia tricanthos,11192019,42.70197828,-71.14748601, ,Portland Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
500,500,0,Gleditsia tricanthos,11192019,42.70198702,-71.14740579, ,Portland Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
501,501,0,Gleditsia tricanthos,11192019,42.70198702,-71.14732261, ,Portland Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
502,502,0,Gleditsia tricanthos,11192019,42.7020023,-71.14715623, ,Portland Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
503,503,0,Gleditsia tricanthos,11192019,42.70201977,-71.14696014, ,Portland Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
504,504,0,Gleditsia tricanthos,11192019,42.70203068,-71.14685913, ,Portland Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
505,505,0,Gleditsia tricanthos,11192019,42.70203942,-71.14677594, ,Portland Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
506,506,0,Gleditsia tricanthos,11192019,42.70203942,-71.1466779, ,Portland Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
507,507,0,Gleditsia tricanthos,11192019,42.70204597,-71.14662145, ,Portland Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
508,508,0,Gleditsia tricanthos,11192019,42.70206125,-71.14651747, ,Portland Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
509,509,0,Zelkova seratta,11232019,42.6993499,-71.15141545, ,Salem Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ZELKOVA,
510,510,0,Betula nigra,11202019,42.71492076,-71.15446132, ,Brook St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,BETULA,Betulaceae
511,511,0,Betula nigra,11202019,42.7149033,-71.15435436, ,Brook St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,BETULA,Betulaceae
512,512,0,Taxodium distichum,11202019,42.71432701,-71.1542474, ,Brook St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,TAXODIUM,Cupressaceae
513,513,0,Acer rubrum,11202019,42.71406069,-71.1536532, ,Brook St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ACER,Sapindaceae
514,514,0,Metasequuoia g.,11012019,42.71359991,-71.17377374, ,Daisy Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,METASEQUUOIA,
515,515,0,Acer rubrum,11212019,42.71362087,-71.17268802, ,Daisy Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ACER,Sapindaceae
516,516,0,Tilia tomentosa,11212019,42.71371448,-71.17284014, ,Daisy Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,TILIA,Malvaceae
517,517,0,Amelanchier laevis,11212019,42.7136572,-71.1739753, ,Daisy Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,AMELANCHIER,Rosaceae
518,518,0,Amelanchier laevis,11212019,42.71374381,-71.17379846, ,Daisy Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,AMELANCHIER,Rosaceae
519,519,0,Liquidambar styracflua,11212019,42.71363484,-71.17246175, ,Daisy Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,LIQUIDAMBAR,Altingiaceae
520,520,0,Taxodium distichum,11012019,42.71449893,-71.15585135, ,Brook St Facella Lot,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,TAXODIUM,Cupressaceae
521,521,0,Quercus bicolor,11152019,42.71359452,-71.16795413, ,Greenway (DPW Yard),15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
522,522,0,Gymnocladus dioicus,11152019,42.71363469,-71.16810625, ,Greenway (DPW Yard),15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GYMNOCLADUS,
523,523,0,Ulmus americana,09032019,42.7007517,-71.15051381, ,Market St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
524,524,0,Ulmus americana,09032019,42.70073772,-71.15062314, ,Market St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
525,525,0,Ulmus americana,09032019,42.70073423,-71.15070158, ,Market St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
526,526,0,Gymnocladus dioicus,11042017,42.7181366,-71.16941268, ,Alder St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GYMNOCLADUS,
527,527,0,Gleditsia triacanthos v. inermis,06272018,42.69946979,-71.15061667, ,Salem St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
528,528,0,Gleditsia triacanthos v. inermis,06272018,42.69977635,-71.15093753, ,Salem St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
529,529,0,Acer freemani,11152018,42.71299613,-71.15887559, ,Chestnut Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ACER,Sapindaceae
530,530,0,Acer freemani,11152018,42.7129612,-71.15887749, ,Chestnut Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ACER,Sapindaceae
531,531,0,Liquidamabar styraciflua,11152018,42.71299474,-71.16002406, ,Chestnut Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,LIQUIDAMABAR,
532,532,0,Tilia cordata,11152018,42.71313165,-71.15847248, ,Chestnut Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,TILIA,Malvaceae
533,533,0,Liquidambar styracflua,9302018,42.7136491,-71.17259518, ,Maron Ave,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,LIQUIDAMBAR,Altingiaceae
534,534,0,Platanus acerifolia,9302018,42.69960585,-71.15185469, ,Market St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PLATANUS,Platanaceae
535,535,0,Nyssa sylvatica,11142018,42.71416026,-71.15631867, ,Newbury Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,NYSSA,Nyssaceae
536,536,0,Nyssa sylvatica,11142018,42.7141882,-71.15625212, ,Newbury Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,NYSSA,Nyssaceae
537,537,0,Nyssa sylvatica,11142018,42.71420392,-71.15616893, ,Newbury Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,NYSSA,Nyssaceae
538,538,0,Platanus acerifolia,11142018,42.71405897,-71.15628302, ,Newbury Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PLATANUS,Platanaceae
539,539,0,Platanus acerifolia,11142018,42.71411834,-71.15621884, ,Newbury Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PLATANUS,Platanaceae
540,540,0,Platanus acerifolia,11142018,42.71407818,-71.15613566, ,Newbury Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PLATANUS,Platanaceae
541,541,0,Quercus palustris,9302018,42.71365416,-71.16798797, ,Spicket River Greenway,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
542,542,0,Betula nigra,9302018,42.71344023,-71.16938137, ,Spicket River Greenway,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,BETULA,Betulaceae
543,543,0,Liquidambar styracflua,9302018,42.7136498,-71.16746211, ,Spicket River Greenway,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,LIQUIDAMBAR,Altingiaceae
544,544,0,Celtis occidentalis,9302018,42.71369782,-71.16768196, ,Spicket River Greenway,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,CELTIS,
545,545,0,Maackia amurensis,20190619,42.70070378,-71.14307024, ,9 Shawsheen Rd,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,MAACKIA,
546,546,0,Maackia amurensis,20190619,42.70063251,-71.14306264, ,9 Shawsheen St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,MAACKIA,
547,547,0,Maackia amurensis,20190619,42.70052072,-71.14311588, ,9 Shawsheen Rd,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,MAACKIA,
548,548,0,Maackia amurensis,20190619,42.70044666,-71.14320715, ,9 Shawsheen St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,MAACKIA,
549,549,0,Betula nigra,9302018,42.71378016,-71.16250519, ,Spicket River Greenwy,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,BETULA,Betulaceae
550,550,0,Platanus × acerifolia,05252048,42.71342739,-71.16133581, ,Spciket River Greenway,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PLATANUS,Platanaceae
551,551,0,Acer rubrum,11052019,42.71383848,-71.17324855, ,Marion Ave,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ACER,Sapindaceae
552,552,0,Taxodium,09202018,42.71361617,-71.16725142, ,"Marion Ave, DPW Yard",15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,TAXODIUM,Cupressaceae
553,553,0,Prunus Sargenti,09202018,42.71370873,-71.16729895, ,"Marion Ave, DPW Yard",15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PRUNUS,
554,554,0,Taxodium,09202018,42.71370349,-71.16742255, ,"Marios Ave, DPW Yard",15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,TAXODIUM,Cupressaceae
555,555,0,Prunus cerasifera 'KV',10012020,42.71212636,-71.1629378, ,Lawrence St.,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PRUNUS,
556,556,0,Prunus cerasifera 'KV',10012020,42.71152909,-71.16274291, ,Lawrence St.,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PRUNUS,
557,557,0,Betula nigra 'DuraHeat' single stem,10012020,42.7120111,-71.16289977, ,Lawrence St.,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,BETULA,Betulaceae
558,558,0,Betula nigra 'DuraHeat' single stem,10012020,42.71163038,-71.16277618, ,Lawrence St.,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,BETULA,Betulaceae
559,559,0,Nyssa sylvatica,10012020,42.71189584,-71.16286175, ,Lawrence St.,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,NYSSA,Nyssaceae
560,560,0,Nyssa sylvatica,10012020,42.71171421,-71.16280946, ,Lawrence St.,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,NYSSA,Nyssaceae
561,561,0,Liriodendron tulipfera,6/26/2020,42.7004654,-71.152852, ,Market St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,LIRIODENDRON,Magnoliaceae
562,562,0,Ulmus americana,6/26/2020,42.700573,-71.15115972, ,Market St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
